TransactionID,CustomerID,CartStartTimestamp,TransactionTimestamp,TransactionDuration,ProductPurchased,Quantity,PaymentMethod,DeviceUsed,BrowserUsed,IPAddress,SuspiciousFlag,Abandoned,DeliveryStatus,ExpectedDeliveryDate,Discount,Region
TRANS_942144,CUST_4262,12/16/2024,12/17/2024,900,PROD_0022,2,Bank Transfer,Tablet,Safari,63.148.36.97,False,No,Delivered,12/19/2024,0.15,Asia Pacific
TRANS_495655,CUST_2377,12/6/2024,12/7/2024,604,PROD_0036,1,Mobile Payment,Desktop,Safari,149.160.166.84,True,No,Pending,12/8/2024,0.19,Asia Pacific
TRANS_428948,CUST_7003,11/30/2024,12/1/2024,737,PROD_0004,1,PayPal,Mobile,Firefox,19.187.88.86,False,No,Delivered,12/6/2024,0.09,Africa
TRANS_226322,CUST_6367,12/6/2024,12/7/2024,551,PROD_0026,1,PayPal,Tablet,Safari,72.116.251.52,False,No,Cancelled,12/19/2024,0.01,Asia Pacific
TRANS_672303,CUST_2700,12/10/2024,12/11/2024,966,PROD_0029,3,PayPal,Tablet,Chrome,244.68.47.17,False,No,Cancelled,12/19/2024,0.11,Asia Pacific
TRANS_726693,CUST_7461,12/10/2024,12/11/2024,542,PROD_0034,2,Credit Card,Desktop,Safari,242.24.229.135,True,No,Cancelled,12/18/2024,0.01,Africa
TRANS_742756,CUST_4416,12/13/2024,12/14/2024,347,PROD_0040,1,Bank Transfer,Mobile,Safari,67.85.93.44,True,No,Delivered,12/23/2024,0.19,Europe
TRANS_908540,CUST_6775,12/8/2024,12/9/2024,205,PROD_0032,1,Bank Transfer,Tablet,Firefox,65.42.77.124,True,No,Cancelled,12/23/2024,0.06,Europe
TRANS_640086,CUST_1212,12/8/2024,12/9/2024,434,PROD_0003,3,Mobile Payment,Tablet,Edge,213.74.154.166,True,No,Delivered,12/16/2024,0.14,Africa
TRANS_526327,CUST_5004,12/5/2024,12/6/2024,318,PROD_0006,1,Bank Transfer,Desktop,Chrome,148.184.180.101,False,No,Cancelled,12/26/2024,0.11,Africa
TRANS_682401,CUST_6674,12/6/2024,12/7/2024,900,PROD_0010,1,PayPal,Tablet,Chrome,202.21.130.175,True,No,Pending,12/15/2024,0.09,Africa
TRANS_426731,CUST_3223,12/6/2024,12/7/2024,457,PROD_0009,1,Mobile Payment,Tablet,Chrome,51.68.162.7,True,No,Cancelled,12/22/2024,0.09,Africa
TRANS_532403,CUST_5983,11/30/2024,12/1/2024,448,PROD_0036,1,PayPal,Desktop,Firefox,165.59.205.22,False,No,Cancelled,12/27/2024,0.19,Asia Pacific
TRANS_681060,CUST_1903,12/3/2024,12/4/2024,861,PROD_0040,1,Mobile Payment,Desktop,Firefox,156.106.75.213,False,No,Delivered,12/27/2024,0.01,North America
TRANS_773026,CUST_7278,11/30/2024,12/1/2024,998,PROD_0045,1,Mobile Payment,Tablet,Edge,190.206.67.14,True,No,Pending,12/6/2024,0.12,Asia Pacific
TRANS_580272,CUST_1650,12/4/2024,12/5/2024,214,PROD_0017,2,Mobile Payment,Mobile,Edge,73.145.249.86,False,No,Cancelled,12/15/2024,0.11,North America
TRANS_995063,CUST_5872,12/6/2024,12/7/2024,983,PROD_0027,2,PayPal,Desktop,Chrome,191.58.162.126,False,No,Delivered,12/9/2024,0.03,Asia Pacific
TRANS_587135,CUST_7617,12/12/2024,12/13/2024,599,PROD_0021,3,Credit Card,Tablet,Firefox,196.244.248.103,False,No,Cancelled,12/16/2024,0.02,Africa
TRANS_383200,CUST_3579,12/4/2024,12/5/2024,983,PROD_0046,2,Credit Card,Tablet,Safari,103.87.187.48,False,No,Cancelled,12/14/2024,0.11,North America
TRANS_483139,CUST_6947,12/22/2024,12/23/2024,510,PROD_0038,2,Credit Card,Desktop,Firefox,191.100.103.185,True,No,Pending,12/26/2024,0.04,North America
TRANS_399118,CUST_4909,12/17/2024,12/18/2024,455,PROD_0047,1,PayPal,Desktop,Firefox,110.125.37.106,True,No,Delivered,12/25/2024,0.18,Europe
TRANS_935851,CUST_1489,12/4/2024,12/5/2024,863,PROD_0003,2,Mobile Payment,Tablet,Chrome,116.112.201.107,False,No,Cancelled,12/20/2024,0.2,Africa
TRANS_932262,CUST_4756,12/2/2024,12/3/2024,706,PROD_0001,1,Credit Card,Mobile,Chrome,157.18.203.190,False,No,Pending,12/3/2024,0.11,North America
TRANS_932858,CUST_9423,12/3/2024,12/4/2024,398,PROD_0001,3,Mobile Payment,Desktop,Firefox,126.39.182.22,True,No,Pending,12/24/2024,0.18,Asia Pacific
TRANS_627667,CUST_9008,12/17/2024,12/18/2024,270,PROD_0042,2,PayPal,Tablet,Chrome,187.20.140.12,False,No,Cancelled,12/20/2024,0.14,North America
TRANS_318892,CUST_3403,12/4/2024,12/5/2024,220,PROD_0036,1,Mobile Payment,Tablet,Chrome,38.116.160.26,True,No,Delivered,12/19/2024,0.02,Europe
TRANS_782759,CUST_3039,12/3/2024,12/4/2024,838,PROD_0001,3,PayPal,Tablet,Edge,151.18.235.19,True,No,Delivered,12/27/2024,0.12,Europe
TRANS_542282,CUST_9171,11/30/2024,12/1/2024,946,PROD_0006,1,PayPal,Tablet,Chrome,76.236.152.166,True,No,Delivered,12/27/2024,0.06,Asia Pacific
TRANS_771266,CUST_3708,12/7/2024,12/8/2024,235,PROD_0020,2,Bank Transfer,Tablet,Chrome,51.146.192.110,True,No,Delivered,12/9/2024,0.12,Europe
TRANS_772850,CUST_4575,12/3/2024,12/4/2024,785,PROD_0030,3,PayPal,Mobile,Chrome,185.145.26.177,True,No,Delivered,12/11/2024,0.14,Asia Pacific
TRANS_995914,CUST_9328,12/6/2024,12/7/2024,645,PROD_0042,1,Bank Transfer,Tablet,Firefox,77.70.44.31,False,No,Cancelled,12/17/2024,0.06,North America
TRANS_771583,CUST_5865,12/17/2024,12/18/2024,446,PROD_0018,1,Credit Card,Desktop,Chrome,8.62.131.88,False,No,Cancelled,12/27/2024,0.2,North America
TRANS_582113,CUST_2761,12/1/2024,12/2/2024,323,PROD_0049,2,PayPal,Desktop,Safari,132.249.238.84,True,No,Cancelled,12/7/2024,0.13,North America
TRANS_566430,CUST_9515,12/3/2024,12/4/2024,804,PROD_0019,3,PayPal,Tablet,Edge,113.166.51.36,False,No,Cancelled,12/6/2024,0.01,Asia Pacific
TRANS_292244,CUST_1516,11/30/2024,12/1/2024,165,PROD_0032,1,Mobile Payment,Tablet,Chrome,60.28.79.24,True,No,Cancelled,12/26/2024,0.06,Asia Pacific
TRANS_629196,CUST_5818,12/14/2024,12/15/2024,118,PROD_0016,1,Bank Transfer,Tablet,Safari,64.45.229.126,True,No,Pending,12/16/2024,0.15,Africa
TRANS_442189,CUST_1857,12/20/2024,12/21/2024,270,PROD_0018,1,Credit Card,Mobile,Safari,206.145.20.127,False,No,Delivered,12/25/2024,0.01,Africa
TRANS_997596,CUST_8900,12/1/2024,12/2/2024,632,PROD_0025,1,PayPal,Mobile,Chrome,162.232.66.186,True,No,Cancelled,12/27/2024,0.17,Africa
TRANS_226092,CUST_3529,12/7/2024,12/8/2024,438,PROD_0030,2,PayPal,Tablet,Safari,85.119.182.6,False,No,Cancelled,12/24/2024,0,Africa
TRANS_665029,CUST_3603,12/20/2024,12/21/2024,146,PROD_0028,1,Credit Card,Desktop,Chrome,46.23.38.130,True,No,Pending,12/24/2024,0.05,Europe
TRANS_743148,CUST_4479,12/16/2024,12/17/2024,783,PROD_0048,1,Credit Card,Desktop,Safari,114.19.123.17,True,No,Delivered,12/18/2024,0.06,Africa
TRANS_401110,CUST_8483,12/7/2024,12/8/2024,684,PROD_0035,1,PayPal,Desktop,Chrome,87.93.174.136,False,No,Cancelled,12/23/2024,0.08,Asia Pacific
TRANS_417933,CUST_3615,12/5/2024,12/6/2024,734,PROD_0008,1,Mobile Payment,Tablet,Chrome,217.80.89.177,False,No,Cancelled,12/15/2024,0.03,Europe
TRANS_578841,CUST_9552,12/10/2024,12/11/2024,229,PROD_0008,3,Mobile Payment,Desktop,Safari,244.81.25.54,True,No,Cancelled,12/14/2024,0.08,Africa
TRANS_327473,CUST_4261,12/8/2024,12/9/2024,741,PROD_0031,2,Mobile Payment,Tablet,Chrome,241.32.181.23,True,No,Pending,12/17/2024,0,North America
TRANS_798353,CUST_4123,12/8/2024,12/9/2024,254,PROD_0024,2,Bank Transfer,Tablet,Edge,13.123.169.76,False,No,Delivered,12/27/2024,0.02,Asia Pacific
TRANS_386735,CUST_6125,12/13/2024,12/14/2024,713,PROD_0012,3,Mobile Payment,Tablet,Safari,70.124.166.100,True,No,Pending,12/17/2024,0.01,Africa
TRANS_329930,CUST_5389,12/11/2024,12/12/2024,981,PROD_0036,1,Credit Card,Mobile,Firefox,126.232.121.197,True,No,Pending,12/26/2024,0.14,Africa
TRANS_482017,CUST_9921,11/30/2024,12/1/2024,810,PROD_0049,2,Credit Card,Desktop,Safari,78.112.215.242,False,No,Cancelled,12/10/2024,0.17,Europe
TRANS_537314,CUST_8276,12/1/2024,12/2/2024,465,PROD_0004,1,Credit Card,Tablet,Edge,121.88.39.210,False,No,Cancelled,12/5/2024,0.1,Africa
TRANS_808825,CUST_6026,12/9/2024,12/10/2024,151,PROD_0031,1,Credit Card,Mobile,Chrome,142.111.125.122,True,No,Pending,12/23/2024,0.14,North America
TRANS_966528,CUST_8556,12/7/2024,12/8/2024,713,PROD_0035,3,Credit Card,Mobile,Firefox,93.46.196.106,False,No,Delivered,12/10/2024,0.1,Asia Pacific
TRANS_690144,CUST_9409,11/30/2024,12/1/2024,149,PROD_0013,1,Bank Transfer,Mobile,Chrome,57.47.180.96,False,No,Pending,12/25/2024,0.13,Asia Pacific
TRANS_140624,CUST_4159,12/11/2024,12/12/2024,720,PROD_0002,1,Credit Card,Desktop,Safari,116.109.129.29,False,No,Delivered,12/25/2024,0.12,Europe
TRANS_304900,CUST_8446,12/5/2024,12/6/2024,603,PROD_0037,1,Mobile Payment,Desktop,Safari,183.77.14.180,False,No,Cancelled,12/12/2024,0,Asia Pacific
TRANS_628787,CUST_3056,12/1/2024,12/2/2024,252,PROD_0047,1,Mobile Payment,Tablet,Edge,53.251.240.191,True,No,Delivered,12/15/2024,0.03,North America
TRANS_855574,CUST_5360,11/30/2024,12/1/2024,152,PROD_0011,3,Bank Transfer,Tablet,Firefox,192.80.119.144,False,No,Pending,12/27/2024,0,Africa
TRANS_194756,CUST_7015,12/20/2024,12/21/2024,931,PROD_0001,1,Bank Transfer,Mobile,Firefox,95.104.40.219,True,No,Delivered,12/23/2024,0.19,Europe
TRANS_579132,CUST_8588,12/4/2024,12/5/2024,594,PROD_0045,1,Mobile Payment,Mobile,Firefox,47.132.150.41,False,No,Cancelled,12/8/2024,0.19,Asia Pacific
TRANS_494025,CUST_5341,12/23/2024,12/24/2024,434,PROD_0045,1,Mobile Payment,Mobile,Firefox,62.126.217.142,False,No,Pending,12/27/2024,0.15,Europe
TRANS_160129,CUST_4440,12/23/2024,12/24/2024,193,PROD_0021,3,PayPal,Tablet,Chrome,205.130.8.142,False,No,Cancelled,12/25/2024,0.1,Europe
TRANS_595047,CUST_4937,11/30/2024,12/1/2024,738,PROD_0014,1,Credit Card,Mobile,Chrome,111.147.52.234,True,No,Pending,12/19/2024,0.19,North America
TRANS_578473,CUST_3040,12/22/2024,12/23/2024,502,PROD_0006,1,Bank Transfer,Desktop,Safari,48.175.237.199,False,No,Delivered,12/24/2024,0.14,Europe
TRANS_796047,CUST_5295,12/11/2024,12/12/2024,840,PROD_0017,3,Bank Transfer,Tablet,Chrome,171.242.161.130,True,No,Pending,12/24/2024,0.11,North America
TRANS_872825,CUST_9842,12/1/2024,12/2/2024,632,PROD_0043,3,Bank Transfer,Mobile,Safari,251.22.59.235,False,No,Pending,12/13/2024,0.05,Africa
TRANS_347164,CUST_3647,12/14/2024,12/15/2024,905,PROD_0009,1,Bank Transfer,Mobile,Safari,34.188.78.134,True,No,Cancelled,12/19/2024,0.16,Africa
TRANS_542687,CUST_4723,12/5/2024,12/6/2024,138,PROD_0021,2,Bank Transfer,Desktop,Edge,90.193.3.211,True,No,Pending,12/14/2024,0.1,Asia Pacific
TRANS_505528,CUST_5589,12/9/2024,12/10/2024,770,PROD_0030,1,Credit Card,Mobile,Edge,206.103.164.250,False,No,Cancelled,12/17/2024,0.15,Europe
TRANS_976818,CUST_9682,12/1/2024,12/2/2024,132,PROD_0021,3,Bank Transfer,Mobile,Safari,181.201.182.234,True,No,Pending,12/26/2024,0.12,Asia Pacific
TRANS_727783,CUST_9454,12/9/2024,12/10/2024,792,PROD_0025,1,Credit Card,Tablet,Firefox,109.223.197.174,False,No,Delivered,12/14/2024,0.02,North America
TRANS_501256,CUST_7385,12/5/2024,12/6/2024,348,PROD_0044,1,Bank Transfer,Mobile,Firefox,88.9.201.96,False,No,Cancelled,12/7/2024,0.15,Europe
TRANS_636768,CUST_5525,12/17/2024,12/18/2024,930,PROD_0006,1,Bank Transfer,Tablet,Firefox,66.116.103.170,True,No,Delivered,12/24/2024,0.17,Africa
TRANS_750725,CUST_1069,12/8/2024,12/9/2024,499,PROD_0023,1,Bank Transfer,Tablet,Safari,193.228.212.102,True,No,Pending,12/27/2024,0.18,Asia Pacific
TRANS_554918,CUST_4056,12/10/2024,12/11/2024,578,PROD_0024,2,Mobile Payment,Desktop,Chrome,3.152.72.112,False,No,Delivered,12/26/2024,0.06,Europe
TRANS_171042,CUST_6546,12/7/2024,12/8/2024,844,PROD_0016,3,PayPal,Tablet,Chrome,43.20.104.109,False,No,Pending,12/20/2024,0.05,Asia Pacific
TRANS_662364,CUST_3821,12/13/2024,12/14/2024,426,PROD_0024,1,PayPal,Desktop,Edge,116.157.241.157,False,No,Delivered,12/18/2024,0.05,North America
TRANS_279217,CUST_2525,12/20/2024,12/21/2024,407,PROD_0011,1,Credit Card,Tablet,Edge,36.185.37.166,False,No,Delivered,12/25/2024,0.13,North America
TRANS_603675,CUST_1856,12/8/2024,12/9/2024,670,PROD_0026,1,Credit Card,Desktop,Safari,50.212.237.96,False,No,Cancelled,12/21/2024,0.19,Asia Pacific
TRANS_807413,CUST_9254,12/11/2024,12/12/2024,175,PROD_0003,3,Mobile Payment,Tablet,Edge,141.174.100.237,True,No,Delivered,12/20/2024,0.11,North America
TRANS_765747,CUST_8634,12/6/2024,12/7/2024,267,PROD_0044,1,Mobile Payment,Desktop,Chrome,50.189.79.118,False,No,Delivered,12/21/2024,0,North America
TRANS_396351,CUST_3334,12/3/2024,12/4/2024,581,PROD_0025,1,Credit Card,Mobile,Edge,37.124.42.191,True,No,Cancelled,12/13/2024,0,Asia Pacific
TRANS_601981,CUST_1778,12/15/2024,12/16/2024,648,PROD_0036,1,Credit Card,Mobile,Safari,166.38.194.202,True,No,Delivered,12/20/2024,0.11,North America
TRANS_458580,CUST_6713,12/10/2024,12/11/2024,456,PROD_0049,3,Bank Transfer,Desktop,Firefox,137.78.170.119,True,No,Delivered,12/25/2024,0.06,North America
TRANS_645040,CUST_7257,11/30/2024,12/1/2024,525,PROD_0019,2,Credit Card,Mobile,Edge,54.229.54.99,False,No,Cancelled,12/27/2024,0.1,North America
TRANS_569396,CUST_3445,12/1/2024,12/2/2024,744,PROD_0046,3,Bank Transfer,Tablet,Edge,226.194.211.196,True,No,Cancelled,12/13/2024,0.13,Europe
TRANS_782929,CUST_1789,12/8/2024,12/9/2024,611,PROD_0028,1,Credit Card,Tablet,Chrome,193.246.15.24,True,No,Delivered,12/16/2024,0.04,Europe
TRANS_817030,CUST_6691,12/14/2024,12/15/2024,941,PROD_0001,3,PayPal,Desktop,Edge,96.87.153.158,False,No,Pending,12/21/2024,0.09,North America
TRANS_131160,CUST_4699,1/1/2025,1/2/2025,788,PROD_0032,1,PayPal,Tablet,Firefox,213.131.102.101,False,No,Cancelled,1/13/2025,0.15,North America
TRANS_309793,CUST_2256,12/31/2024,1/1/2025,336,PROD_0037,1,Bank Transfer,Tablet,Firefox,78.175.77.197,True,No,Cancelled,1/25/2025,0.15,Africa
TRANS_665179,CUST_1379,1/20/2025,1/21/2025,424,PROD_0040,1,PayPal,Desktop,Firefox,53.82.192.225,False,No,Cancelled,1/24/2025,0.15,Asia Pacific
TRANS_684921,CUST_3163,1/14/2025,1/15/2025,750,PROD_0031,2,Mobile Payment,Tablet,Firefox,35.41.239.10,True,No,Pending,1/22/2025,0.15,North America
TRANS_679370,CUST_5516,1/8/2025,1/9/2025,802,PROD_0044,1,Credit Card,Desktop,Chrome,25.100.146.122,True,No,Pending,1/22/2025,0.15,Europe
TRANS_422567,CUST_8014,1/3/2025,1/4/2025,859,PROD_0021,3,Credit Card,Tablet,Edge,168.61.60.253,False,No,Pending,1/24/2025,0.15,Asia Pacific
TRANS_370921,CUST_2705,1/18/2025,1/19/2025,736,PROD_0026,1,Credit Card,Tablet,Firefox,246.169.135.198,False,No,Delivered,1/24/2025,0.15,Europe
TRANS_392896,CUST_1836,1/5/2025,1/6/2025,306,PROD_0030,2,PayPal,Desktop,Edge,224.245.207.193,False,No,Cancelled,1/13/2025,0.15,Asia Pacific
TRANS_998827,CUST_7144,1/9/2025,1/10/2025,278,PROD_0001,1,Credit Card,Tablet,Firefox,49.21.73.216,False,No,Cancelled,1/16/2025,0.15,North America
TRANS_243664,CUST_7422,1/11/2025,1/12/2025,357,PROD_0039,5,Bank Transfer,Tablet,Edge,5.3.146.87,True,No,Pending,1/16/2025,0.15,North America
TRANS_134816,CUST_1520,1/20/2025,1/21/2025,777,PROD_0040,1,Credit Card,Mobile,Edge,195.97.133.173,True,No,Delivered,1/24/2025,0.15,Africa
TRANS_386118,CUST_5188,1/8/2025,1/9/2025,315,PROD_0003,1,Bank Transfer,Desktop,Safari,40.97.140.52,False,No,Delivered,1/13/2025,0.15,Africa
TRANS_937476,CUST_4336,1/5/2025,1/6/2025,593,PROD_0039,2,PayPal,Tablet,Firefox,122.112.132.103,False,No,Pending,1/13/2025,0.15,Asia Pacific
TRANS_282363,CUST_6647,1/2/2025,1/3/2025,312,PROD_0048,1,PayPal,Tablet,Safari,24.165.64.101,False,No,Cancelled,1/18/2025,0.15,Europe
TRANS_274009,CUST_9008,1/9/2025,1/10/2025,583,PROD_0034,1,PayPal,Mobile,Chrome,172.227.186.144,False,No,Pending,1/13/2025,0.15,Europe
TRANS_754121,CUST_3973,1/21/2025,1/22/2025,667,PROD_0025,1,Bank Transfer,Mobile,Firefox,167.129.79.3,True,No,Cancelled,1/23/2025,0.15,North America
TRANS_195614,CUST_8508,1/3/2025,1/4/2025,767,PROD_0020,2,Bank Transfer,Tablet,Chrome,121.169.207.23,False,No,Pending,1/7/2025,0.15,Asia Pacific
TRANS_571118,CUST_2561,1/18/2025,1/19/2025,339,PROD_0046,3,Bank Transfer,Mobile,Edge,151.57.147.32,False,No,Pending,1/27/2025,0.15,Asia Pacific
TRANS_815088,CUST_2002,12/31/2024,1/1/2025,121,PROD_0029,1,Mobile Payment,Tablet,Edge,40.204.5.150,True,No,Pending,1/9/2025,0.15,Africa
TRANS_770394,CUST_7293,1/7/2025,1/8/2025,187,PROD_0030,1,Bank Transfer,Tablet,Firefox,81.140.19.68,True,No,Cancelled,1/23/2025,0.15,Asia Pacific
TRANS_195000,CUST_8253,1/3/2025,1/4/2025,338,PROD_0008,3,Mobile Payment,Mobile,Safari,200.177.188.63,False,No,Delivered,1/24/2025,0.15,Europe
TRANS_725003,CUST_4022,1/25/2025,1/26/2025,755,PROD_0015,1,Mobile Payment,Tablet,Edge,254.146.225.148,False,No,Cancelled,1/27/2025,0.15,Asia Pacific
TRANS_710364,CUST_4520,12/31/2024,1/1/2025,941,PROD_0049,2,Mobile Payment,Tablet,Safari,15.134.104.24,True,No,Delivered,1/14/2025,0.15,Europe
TRANS_415626,CUST_9451,1/1/2025,1/2/2025,117,PROD_0033,3,Mobile Payment,Mobile,Chrome,221.133.61.41,False,No,Pending,1/6/2025,0.15,Asia Pacific
TRANS_234915,CUST_2624,1/10/2025,1/11/2025,476,PROD_0033,1,PayPal,Desktop,Safari,181.181.29.117,False,No,Cancelled,1/25/2025,0.15,North America
TRANS_556414,CUST_8057,1/9/2025,1/10/2025,186,PROD_0049,3,PayPal,Desktop,Safari,141.8.193.162,True,No,Pending,1/11/2025,0.15,Europe
TRANS_943114,CUST_9570,1/3/2025,1/4/2025,466,PROD_0021,1,Mobile Payment,Desktop,Firefox,169.215.12.132,True,No,Pending,1/17/2025,0.15,North America
TRANS_753275,CUST_5293,1/8/2025,1/9/2025,518,PROD_0028,1,Mobile Payment,Tablet,Edge,68.7.55.103,False,No,Cancelled,1/11/2025,0.15,Europe
TRANS_101540,CUST_1950,1/4/2025,1/5/2025,874,PROD_0004,5,Mobile Payment,Desktop,Edge,72.101.28.38,False,No,Delivered,1/21/2025,0.15,North America
TRANS_794516,CUST_3635,1/18/2025,1/19/2025,637,PROD_0005,3,Bank Transfer,Desktop,Chrome,26.90.207.207,True,No,Pending,1/22/2025,0.15,Africa
TRANS_340875,CUST_8420,1/16/2025,1/17/2025,615,PROD_0033,1,Mobile Payment,Mobile,Safari,228.228.62.33,False,No,Delivered,1/19/2025,0.15,North America
TRANS_816503,CUST_3977,1/13/2025,1/14/2025,821,PROD_0038,3,Bank Transfer,Mobile,Edge,222.90.225.71,True,No,Delivered,1/22/2025,0.15,Africa
TRANS_478181,CUST_4413,1/1/2025,1/2/2025,549,PROD_0012,3,PayPal,Tablet,Safari,234.142.249.188,True,No,Delivered,1/22/2025,0.15,North America
TRANS_556276,CUST_7809,1/6/2025,1/7/2025,226,PROD_0017,3,PayPal,Desktop,Edge,21.69.86.240,True,No,Delivered,1/26/2025,0.15,Asia Pacific
TRANS_255777,CUST_6565,1/7/2025,1/8/2025,737,PROD_0018,1,Mobile Payment,Mobile,Safari,25.135.174.132,False,No,Cancelled,1/22/2025,0.15,North America
TRANS_347571,CUST_3668,1/16/2025,1/17/2025,264,PROD_0036,1,PayPal,Tablet,Edge,247.104.15.237,False,No,Cancelled,1/17/2025,0.15,Africa
TRANS_402510,CUST_5825,1/5/2025,1/6/2025,562,PROD_0043,2,PayPal,Tablet,Chrome,186.164.206.27,False,No,Delivered,1/24/2025,0.15,Europe
TRANS_377849,CUST_4603,1/4/2025,1/5/2025,707,PROD_0023,3,Credit Card,Desktop,Chrome,42.136.249.44,True,No,Delivered,1/26/2025,0.15,Europe
TRANS_761282,CUST_8850,1/2/2025,1/3/2025,475,PROD_0009,1,PayPal,Desktop,Edge,77.87.178.69,True,No,Delivered,1/23/2025,0.15,Africa
TRANS_389921,CUST_4157,1/12/2025,1/13/2025,548,PROD_0015,1,PayPal,Desktop,Chrome,136.201.41.206,False,No,Pending,1/14/2025,0.15,Europe
TRANS_485741,CUST_202,1/15/2025,1/16/2025,475,PROD_0030,3,Mobile Payment,Tablet,Firefox,171.215.151.138,True,No,Pending,1/21/2025,0.15,Africa
TRANS_552423,CUST_203,1/1/2025,1/2/2025,687,PROD_0048,1,PayPal,Desktop,Edge,138.79.108.240,True,No,Pending,1/7/2025,0.15,Africa
TRANS_221779,CUST_204,12/31/2024,1/1/2025,781,PROD_0006,1,Bank Transfer,Mobile,Edge,104.152.1.131,False,No,Pending,1/25/2025,0.15,Asia Pacific
TRANS_299843,CUST_205,12/31/2024,1/1/2025,695,PROD_0043,3,Credit Card,Tablet,Firefox,84.205.96.72,True,No,Cancelled,1/20/2025,0.15,North America
TRANS_710015,CUST_206,1/6/2025,1/7/2025,279,PROD_0042,1,PayPal,Desktop,Safari,114.47.190.172,True,No,Pending,1/10/2025,0.15,North America
TRANS_941328,CUST_207,1/5/2025,1/6/2025,543,PROD_0006,1,Bank Transfer,Mobile,Firefox,36.114.52.13,False,No,Cancelled,1/26/2025,0.15,Africa
TRANS_547058,CUST_208,1/2/2025,1/3/2025,402,PROD_0003,1,Credit Card,Desktop,Safari,182.236.94.227,False,No,Cancelled,1/14/2025,0.15,Asia Pacific
TRANS_628933,CUST_209,1/9/2025,1/10/2025,775,PROD_0018,1,Credit Card,Desktop,Firefox,224.5.218.187,False,No,Cancelled,1/12/2025,0.15,North America
TRANS_341743,CUST_210,1/20/2025,1/21/2025,926,PROD_0002,1,Credit Card,Mobile,Safari,204.248.254.225,True,No,Pending,1/23/2025,0.15,North America
TRANS_369812,CUST_211,1/22/2025,1/23/2025,725,PROD_0005,1,Mobile Payment,Tablet,Edge,231.15.244.119,False,No,Pending,1/26/2025,0.15,North America
TRANS_195250,CUST_212,1/23/2025,1/24/2025,326,PROD_0001,1,Bank Transfer,Desktop,Edge,211.240.150.108,False,No,Cancelled,1/25/2025,0.15,North America
TRANS_480628,CUST_213,1/15/2025,1/16/2025,660,PROD_0039,4,Bank Transfer,Mobile,Safari,50.59.16.220,True,No,Pending,1/24/2025,0.15,North America
TRANS_707142,CUST_214,1/3/2025,1/4/2025,439,PROD_0009,1,Bank Transfer,Tablet,Firefox,223.146.47.77,True,No,Cancelled,1/17/2025,0.15,Africa
TRANS_549549,CUST_215,12/31/2024,1/1/2025,317,PROD_0012,1,Bank Transfer,Desktop,Edge,74.103.227.55,False,No,Pending,1/5/2025,0.15,North America
TRANS_806813,CUST_216,1/8/2025,1/9/2025,362,PROD_0039,4,Mobile Payment,Desktop,Edge,128.150.15.22,True,No,Pending,1/15/2025,0.15,Asia Pacific
TRANS_768673,CUST_217,1/15/2025,1/16/2025,346,PROD_0026,1,Credit Card,Tablet,Safari,71.247.51.117,True,No,Cancelled,1/24/2025,0.15,Europe
TRANS_842588,CUST_218,1/3/2025,1/4/2025,161,PROD_0036,1,Credit Card,Tablet,Safari,176.162.155.71,False,No,Cancelled,1/25/2025,0.15,Europe
TRANS_715849,CUST_219,1/4/2025,1/5/2025,704,PROD_0032,1,Bank Transfer,Tablet,Safari,182.90.36.52,False,No,Pending,1/13/2025,0.15,Asia Pacific
TRANS_274283,CUST_220,1/12/2025,1/13/2025,688,PROD_0039,2,Credit Card,Tablet,Safari,88.244.33.217,False,No,Cancelled,1/14/2025,0.15,Asia Pacific
TRANS_238254,CUST_221,1/2/2025,1/3/2025,199,PROD_0031,1,Bank Transfer,Tablet,Edge,18.108.166.232,True,No,Delivered,1/7/2025,0.15,Africa
TRANS_811791,CUST_222,1/3/2025,1/4/2025,252,PROD_0037,1,Mobile Payment,Mobile,Chrome,196.151.230.179,True,No,Cancelled,1/13/2025,0.15,North America
TRANS_409779,CUST_223,1/10/2025,1/11/2025,982,PROD_0032,1,Bank Transfer,Tablet,Safari,238.249.6.104,True,No,Delivered,1/27/2025,0.15,North America
TRANS_915291,CUST_224,1/25/2025,1/26/2025,784,PROD_0005,2,Bank Transfer,Mobile,Safari,132.195.38.106,False,No,Cancelled,1/27/2025,0.15,Asia Pacific
TRANS_801434,CUST_225,1/9/2025,1/10/2025,978,PROD_0038,1,Mobile Payment,Desktop,Firefox,224.17.17.93,True,No,Cancelled,1/17/2025,0.15,Europe
TRANS_633396,CUST_226,1/10/2025,1/11/2025,694,PROD_0008,2,Mobile Payment,Desktop,Edge,60.74.199.213,False,No,Pending,1/13/2025,0.15,Europe
TRANS_718420,CUST_227,1/15/2025,1/16/2025,728,PROD_0028,1,Mobile Payment,Tablet,Firefox,253.41.235.165,False,No,Delivered,1/19/2025,0.15,North America
TRANS_983174,CUST_228,1/2/2025,1/3/2025,440,PROD_0005,2,Mobile Payment,Tablet,Edge,202.139.206.219,True,No,Delivered,1/5/2025,0.15,Africa
TRANS_183113,CUST_229,1/4/2025,1/5/2025,699,PROD_0002,1,Mobile Payment,Tablet,Edge,6.212.67.1,True,No,Delivered,1/5/2025,0.15,North America
TRANS_138113,CUST_230,1/8/2025,1/9/2025,528,PROD_0037,1,Mobile Payment,Mobile,Chrome,230.65.168.95,False,No,Delivered,1/25/2025,0.15,Africa
